지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),일조(hr),적설(cm)
155,창원,2021-11-26 00:00,9.1,,1.7,20,50,,
155,창원,2021-11-26 01:00,7.8,,.9,20,52,,
155,창원,2021-11-26 02:00,7.4,,1.5,360,49,,
155,창원,2021-11-26 03:00,7,,1.6,340,48,,
155,창원,2021-11-26 04:00,6.5,,1.6,20,48,,
155,창원,2021-11-26 05:00,6.1,,1.4,20,49,,
155,창원,2021-11-26 06:00,5.7,,4.2,50,50,,
155,창원,2021-11-26 07:00,5.3,,3.5,50,53,,
155,창원,2021-11-26 08:00,5.6,,5.1,50,53,.6,
155,창원,2021-11-26 09:00,5.9,,4.3,50,51,1,
155,창원,2021-11-26 10:00,6.8,,5,50,40,1,
155,창원,2021-11-26 11:00,8.5,,3.5,50,28,1,
155,창원,2021-11-26 12:00,9.6,,3,70,25,1,
155,창원,2021-11-26 13:00,10.8,,2.5,50,25,1,
155,창원,2021-11-26 14:00,10.9,,2.4,50,24,1,
155,창원,2021-11-26 15:00,11.2,,1.9,50,25,1,
155,창원,2021-11-26 16:00,11.1,,1.8,50,24,1,
155,창원,2021-11-26 17:00,10,,.7,290,27,.2,
155,창원,2021-11-26 18:00,8.9,,.8,270,29,0,
155,창원,2021-11-26 19:00,7.8,,.5,230,31,,
155,창원,2021-11-26 20:00,8.4,,.8,180,31,,
155,창원,2021-11-26 21:00,7.4,,1,200,35,,
155,창원,2021-11-26 22:00,6.1,,.2,0,39,,
155,창원,2021-11-26 23:00,5.9,,0,0,43,,
155,창원,2021-11-27 00:00,5.7,,.3,0,48,,
155,창원,2021-11-27 01:00,4.5,,.3,0,51,,
155,창원,2021-11-27 02:00,4.6,,.2,0,52,,
155,창원,2021-11-27 03:00,4,,.1,0,62,,
155,창원,2021-11-27 04:00,4,,.7,320,61,,
155,창원,2021-11-27 05:00,3.6,,.4,0,64,,
155,창원,2021-11-27 06:00,2.9,,.5,70,66,,
155,창원,2021-11-27 07:00,3.3,,.6,340,63,,
155,창원,2021-11-27 08:00,3.9,,.1,0,64,.6,
155,창원,2021-11-27 09:00,5.5,,2.5,50,54,1,
155,창원,2021-11-27 10:00,6.9,,1.6,20,45,1,
155,창원,2021-11-27 11:00,7.9,,1.1,20,40,1,
155,창원,2021-11-27 12:00,9,,2.2,50,32,1,
155,창원,2021-11-27 13:00,9.8,,2.4,50,30,1,
155,창원,2021-11-27 14:00,11.2,,.8,50,26,1,
155,창원,2021-11-27 15:00,11.2,,.8,340,20,1,
155,창원,2021-11-27 16:00,11,,1.1,360,18,1,
155,창원,2021-11-27 17:00,8.3,,.8,200,36,.2,
155,창원,2021-11-27 18:00,7.5,,1,270,42,0,
155,창원,2021-11-27 19:00,7.2,,1.1,270,44,,
155,창원,2021-11-27 20:00,5.7,,.2,0,50,,
155,창원,2021-11-27 21:00,6.1,,.4,0,54,,
155,창원,2021-11-27 22:00,5,,.8,360,63,,
155,창원,2021-11-27 23:00,4.8,,.7,340,60,,
155,창원,2021-11-28 00:00,4.7,,1.5,360,64,,
155,창원,2021-11-28 01:00,4.4,,.7,290,59,,
155,창원,2021-11-28 02:00,3.8,,1.3,360,61,,
155,창원,2021-11-28 03:00,3.5,,1.6,340,57,,
155,창원,2021-11-28 04:00,2.5,,.6,340,62,,
155,창원,2021-11-28 05:00,2.7,,1.6,340,56,,
155,창원,2021-11-28 06:00,2.1,,1.3,20,64,,
155,창원,2021-11-28 07:00,1.4,,.9,20,63,,
155,창원,2021-11-28 08:00,2.6,,1.3,50,58,.6,
155,창원,2021-11-28 09:00,4.3,,1.2,20,52,1,
155,창원,2021-11-28 10:00,6.2,,1.1,20,46,1,
155,창원,2021-11-28 11:00,8.2,,1.2,360,43,1,
155,창원,2021-11-28 12:00,10.5,,1.6,360,38,1,
155,창원,2021-11-28 13:00,12.8,,1.4,90,38,1,
155,창원,2021-11-28 14:00,13.1,,1.3,180,35,1,
155,창원,2021-11-28 15:00,13.7,,2.1,90,34,.9,
155,창원,2021-11-28 16:00,12.5,,.7,200,37,1,
155,창원,2021-11-28 17:00,10.6,,.5,250,41,.3,
155,창원,2021-11-28 18:00,9.3,,.4,0,47,0,
155,창원,2021-11-28 19:00,8.6,,.2,0,50,,
155,창원,2021-11-28 20:00,7.7,,0,0,63,,
155,창원,2021-11-28 21:00,7.3,,.1,0,61,,
155,창원,2021-11-28 22:00,6.7,,.4,0,68,,
155,창원,2021-11-28 23:00,6.5,,.8,360,66,,
155,창원,2021-11-29 00:00,5.7,,.6,270,71,,
155,창원,2021-11-29 01:00,5.7,,.6,340,67,,
155,창원,2021-11-29 02:00,5.5,,.9,340,66,,
155,창원,2021-11-29 03:00,4.8,,.7,340,70,,
155,창원,2021-11-29 04:00,3.9,,.4,0,74,,
155,창원,2021-11-29 05:00,4.1,,1.3,340,72,,
155,창원,2021-11-29 06:00,3.3,,.8,320,77,,
155,창원,2021-11-29 07:00,2.6,,1.1,340,76,,
155,창원,2021-11-29 08:00,3.3,,.5,290,74,.6,
155,창원,2021-11-29 09:00,5.4,,1.1,360,66,1,
155,창원,2021-11-29 10:00,7.7,,1.1,20,60,1,
155,창원,2021-11-29 11:00,9.9,,1.2,360,52,1,
155,창원,2021-11-29 12:00,13.3,,1.2,90,38,1,
155,창원,2021-11-29 13:00,14.4,,2.1,110,41,1,
155,창원,2021-11-29 14:00,14.4,,2.4,90,41,1,
155,창원,2021-11-29 15:00,14.8,,2.3,140,38,1,
155,창원,2021-11-29 16:00,14.1,,2.4,200,34,1,
155,창원,2021-11-29 17:00,12.3,,1,200,40,.3,
155,창원,2021-11-29 18:00,10.7,,.8,250,47,0,
155,창원,2021-11-29 19:00,10.4,,.6,250,50,,
155,창원,2021-11-29 20:00,10,,.1,0,50,,
155,창원,2021-11-29 21:00,9.3,,0,0,60,,
155,창원,2021-11-29 22:00,9,,.4,0,59,,
155,창원,2021-11-29 23:00,8.4,,.8,270,63,,
155,창원,2021-11-30 00:00,8.4,,.3,0,70,,
155,창원,2021-11-30 01:00,8.1,,0,0,70,,
155,창원,2021-11-30 02:00,7.5,,.4,0,74,,
155,창원,2021-11-30 03:00,7.3,,0,0,75,,
155,창원,2021-11-30 04:00,6.9,,.4,0,76,,
155,창원,2021-11-30 05:00,7.3,,.7,340,77,,
155,창원,2021-11-30 06:00,7.5,,0,0,77,,
155,창원,2021-11-30 07:00,7.7,,.3,0,80,,
155,창원,2021-11-30 08:00,7.3,,0,0,90,0,
155,창원,2021-11-30 09:00,8.8,8.8,1,140,93,0,
155,창원,2021-11-30 10:00,10.6,,1.5,200,94,0,
155,창원,2021-11-30 11:00,12.5,,2,160,93,0,
155,창원,2021-11-30 12:00,12.6,20.9,2.1,160,93,0,
155,창원,2021-11-30 13:00,13.4,,1.8,250,91,0,
155,창원,2021-11-30 14:00,12.6,,2,230,85,0,
155,창원,2021-11-30 15:00,12.5,1,1.6,230,79,0,
155,창원,2021-11-30 16:00,12,,1.1,290,72,0,
155,창원,2021-11-30 17:00,11.6,,1.2,250,69,0,
155,창원,2021-11-30 18:00,10.4,0,2.5,270,59,0,
155,창원,2021-11-30 19:00,9.7,,2.6,270,57,,
155,창원,2021-11-30 20:00,8.1,,3.2,270,52,,
155,창원,2021-11-30 21:00,6.8,,3.9,290,47,,
155,창원,2021-11-30 22:00,5.9,,1.8,270,47,,
155,창원,2021-11-30 23:00,5.3,,2.2,270,47,,
155,창원,2021-12-01 00:00,5.3,,2.1,270,49,,
155,창원,2021-12-01 01:00,4.7,,2.4,290,51,,
155,창원,2021-12-01 02:00,4.5,,2.3,320,52,,
155,창원,2021-12-01 03:00,4.4,,3.5,290,49,,
155,창원,2021-12-01 04:00,4,,1.5,270,49,,
155,창원,2021-12-01 05:00,3.3,,2.1,70,48,,
155,창원,2021-12-01 06:00,3.1,,1.5,270,44,,
155,창원,2021-12-01 07:00,2.8,,1.3,270,42,,
155,창원,2021-12-01 08:00,3.5,,1.5,20,41,.5,
155,창원,2021-12-01 09:00,4.8,,1.3,230,40,1,
155,창원,2021-12-01 10:00,4.9,,2.5,270,38,1,
155,창원,2021-12-01 11:00,5.5,,2.4,250,38,1,
155,창원,2021-12-01 12:00,5,,2.5,250,39,.8,
155,창원,2021-12-01 13:00,5.4,,1.8,270,37,.9,
155,창원,2021-12-01 14:00,5,,2.7,290,35,.8,
155,창원,2021-12-01 15:00,5.3,,2,290,34,.9,
155,창원,2021-12-01 16:00,4.2,,3.4,270,31,1,
155,창원,2021-12-01 17:00,3.5,,2.3,250,29,.3,
155,창원,2021-12-01 18:00,3,,1.9,270,29,0,
155,창원,2021-12-01 19:00,1.9,,1.9,340,37,,
155,창원,2021-12-01 20:00,.9,,2.4,70,40,,
155,창원,2021-12-01 21:00,.3,,1.1,340,42,,
155,창원,2021-12-01 22:00,.1,,.7,320,42,,
155,창원,2021-12-01 23:00,-.5,,1.6,340,45,,
155,창원,2021-12-02 00:00,-.5,,1.1,340,44,,
155,창원,2021-12-02 01:00,-1,,1.2,270,45,,
155,창원,2021-12-02 02:00,-1.4,,1.3,290,47,,
155,창원,2021-12-02 03:00,-1.8,,.9,290,45,,
155,창원,2021-12-02 04:00,-2.2,,.9,290,47,,
155,창원,2021-12-02 05:00,-1.7,,1.3,290,47,,
155,창원,2021-12-02 06:00,-1.7,,1,230,51,,
155,창원,2021-12-02 07:00,-1.7,,1.7,290,53,,
155,창원,2021-12-02 08:00,-.7,,1.1,230,54,.6,
155,창원,2021-12-02 09:00,1.4,,1,200,49,1,
155,창원,2021-12-02 10:00,2.3,,1.6,340,47,1,
155,창원,2021-12-02 11:00,3.2,,3.4,20,45,1,
155,창원,2021-12-02 12:00,4.9,,2.2,90,43,1,
155,창원,2021-12-02 13:00,5.9,,1.9,340,39,1,
155,창원,2021-12-02 14:00,6.7,,1.3,320,38,1,
155,창원,2021-12-02 15:00,7,,1.9,320,35,1,
155,창원,2021-12-02 16:00,7.1,,.8,250,37,1,
155,창원,2021-12-02 17:00,5.4,,.7,270,44,.3,
155,창원,2021-12-02 18:00,5.3,,.6,320,41,0,
155,창원,2021-12-02 19:00,3.8,,.7,270,48,,
155,창원,2021-12-02 20:00,3.8,,.7,270,48,,
155,창원,2021-12-02 21:00,2.8,,.8,320,54,,
155,창원,2021-12-02 22:00,3.1,,.8,290,55,,
155,창원,2021-12-02 23:00,1.6,,.3,0,63,,
155,창원,2021-12-03 00:00,2.6,,.4,0,61,,
155,창원,2021-12-03 01:00,3.1,,1.2,180,65,,
155,창원,2021-12-03 02:00,3.7,,.6,250,63,,
155,창원,2021-12-03 03:00,3.2,,.8,270,68,,
155,창원,2021-12-03 04:00,4.1,,.6,230,65,,
155,창원,2021-12-03 05:00,6.2,,2.1,230,58,,
155,창원,2021-12-03 06:00,5.4,,1.7,200,63,,
155,창원,2021-12-03 07:00,5.2,,.5,290,63,,
155,창원,2021-12-03 08:00,5.8,,.1,0,62,.3,
155,창원,2021-12-03 09:00,7.7,,.6,250,58,1,
155,창원,2021-12-03 10:00,9.6,,1.8,230,51,1,
155,창원,2021-12-03 11:00,10.4,,1.9,250,46,1,
155,창원,2021-12-03 12:00,10.7,,2,250,36,.9,
155,창원,2021-12-03 13:00,11,,2.1,270,38,1,
155,창원,2021-12-03 14:00,11.7,,2,250,33,.8,
155,창원,2021-12-03 15:00,10.1,,2.2,290,39,.4,
155,창원,2021-12-03 16:00,9.3,,2.6,290,39,.6,
155,창원,2021-12-03 17:00,7.7,,3,290,37,.3,
155,창원,2021-12-03 18:00,6.6,,3.3,290,37,0,
155,창원,2021-12-03 19:00,5.3,,1.6,250,40,,
155,창원,2021-12-03 20:00,5,,1.3,270,41,,
155,창원,2021-12-03 21:00,4.7,,2.3,290,38,,
155,창원,2021-12-03 22:00,3.9,,2.2,270,37,,
155,창원,2021-12-03 23:00,3.3,,2.9,290,33,,
155,창원,2021-12-04 00:00,2.8,,2.3,270,34,,
155,창원,2021-12-04 01:00,2.6,,2.4,290,34,,
155,창원,2021-12-04 02:00,2,,.9,90,38,,
155,창원,2021-12-04 03:00,1.1,,.6,340,42,,
155,창원,2021-12-04 04:00,.9,,.8,340,43,,
155,창원,2021-12-04 05:00,-1.1,,.5,270,51,,
155,창원,2021-12-04 06:00,-.6,,.8,270,51,,
155,창원,2021-12-04 07:00,-.8,,1,270,57,,
155,창원,2021-12-04 08:00,.6,,.5,320,55,.5,
155,창원,2021-12-04 09:00,2.7,,.4,0,53,1,
155,창원,2021-12-04 10:00,4.6,,1,90,40,1,
155,창원,2021-12-04 11:00,6.9,,1.2,90,33,1,
155,창원,2021-12-04 12:00,7.9,,1.3,110,32,1,
155,창원,2021-12-04 13:00,8.4,,1.9,50,34,.7,
155,창원,2021-12-04 14:00,9.2,,1.1,270,35,.7,
155,창원,2021-12-04 15:00,9,,1.2,320,37,.8,
155,창원,2021-12-04 16:00,8.7,,.5,320,39,0,
155,창원,2021-12-04 17:00,8.2,,.7,340,42,0,
155,창원,2021-12-04 18:00,6.6,,.5,320,47,0,
155,창원,2021-12-04 19:00,5.7,,.6,250,53,,
155,창원,2021-12-04 20:00,4.7,,0,0,57,,
155,창원,2021-12-04 21:00,3.6,,.8,360,62,,
155,창원,2021-12-04 22:00,4.3,,1,340,57,,
155,창원,2021-12-04 23:00,4,,1.2,20,63,,
155,창원,2021-12-05 00:00,3.3,,.5,290,64,,
155,창원,2021-12-05 01:00,2.9,,.2,0,69,,
155,창원,2021-12-05 02:00,2.1,,.9,70,71,,
155,창원,2021-12-05 03:00,2.8,,.7,340,65,,
155,창원,2021-12-05 04:00,2.1,,.7,340,67,,
155,창원,2021-12-05 05:00,1.2,,.8,340,73,,
155,창원,2021-12-05 06:00,1.8,,1.9,20,70,,
155,창원,2021-12-05 07:00,1.1,,1.1,360,73,,
155,창원,2021-12-05 08:00,1.5,,1.4,360,73,.4,
155,창원,2021-12-05 09:00,2.1,,1.2,340,69,.5,
155,창원,2021-12-05 10:00,3.4,,3.4,50,65,.5,
155,창원,2021-12-05 11:00,5,,3.1,50,59,.6,
155,창원,2021-12-05 12:00,7,,2.8,50,51,1,
155,창원,2021-12-05 13:00,9.2,,2.2,50,45,1,
155,창원,2021-12-05 14:00,9.4,,.3,0,46,.5,
155,창원,2021-12-05 15:00,10.1,,1.6,50,46,.1,
155,창원,2021-12-05 16:00,10.1,,1.1,50,45,.1,
155,창원,2021-12-05 17:00,9.5,,.8,360,48,.1,
155,창원,2021-12-05 18:00,8.2,,.7,290,52,0,
155,창원,2021-12-05 19:00,8.1,,.8,320,60,,
155,창원,2021-12-05 20:00,7.3,,.5,20,63,,
155,창원,2021-12-05 21:00,7.3,,.6,340,62,,
155,창원,2021-12-05 22:00,6.7,,.7,360,63,,
155,창원,2021-12-05 23:00,6.9,,.7,360,67,,
155,창원,2021-12-06 00:00,6.5,,1.1,340,66,,
155,창원,2021-12-06 01:00,5.7,,.9,360,69,,
155,창원,2021-12-06 02:00,5.8,,2.1,360,69,,
155,창원,2021-12-06 03:00,4.8,,.7,340,73,,
155,창원,2021-12-06 04:00,5,,1.1,50,73,,
155,창원,2021-12-06 05:00,4.9,,1.1,20,69,,
155,창원,2021-12-06 06:00,4.7,0,1.1,360,68,,
155,창원,2021-12-06 07:00,4.8,,1.9,20,70,,
155,창원,2021-12-06 08:00,4.7,,2.5,50,70,0,
155,창원,2021-12-06 09:00,5.1,0,1.4,360,65,.1,
155,창원,2021-12-06 10:00,6.1,,1,50,63,.4,
155,창원,2021-12-06 11:00,7.6,,.9,20,60,.4,
155,창원,2021-12-06 12:00,8.7,,1.2,20,58,.1,
155,창원,2021-12-06 13:00,10,,1,20,56,.2,
155,창원,2021-12-06 14:00,11.6,,1.2,50,55,.6,
155,창원,2021-12-06 15:00,12.6,,.9,340,55,.9,
155,창원,2021-12-06 16:00,12.5,,.7,340,59,.9,
155,창원,2021-12-06 17:00,11,,.1,0,67,.3,
155,창원,2021-12-06 18:00,10.2,,.4,0,69,0,
155,창원,2021-12-06 19:00,9.1,,.9,290,73,,
155,창원,2021-12-06 20:00,8.6,,.9,340,77,,
155,창원,2021-12-06 21:00,7.8,,1,360,79,,
155,창원,2021-12-06 22:00,7.5,,.1,0,78,,
155,창원,2021-12-06 23:00,7.5,,.3,0,74,,
155,창원,2021-12-07 00:00,6.7,,.6,360,77,,
155,창원,2021-12-07 01:00,6.6,,.6,290,78,,
155,창원,2021-12-07 02:00,7.7,,1.4,360,71,,
155,창원,2021-12-07 03:00,6.7,,.7,340,75,,
155,창원,2021-12-07 04:00,7.6,,.9,20,69,,
155,창원,2021-12-07 05:00,7.5,,1.3,20,68,,
155,창원,2021-12-07 06:00,5.8,,.7,230,75,,
155,창원,2021-12-07 07:00,6.4,,.7,250,63,,
155,창원,2021-12-07 08:00,7.1,,.9,230,58,.3,
155,창원,2021-12-07 09:00,8.7,,.7,250,54,1,
155,창원,2021-12-07 10:00,9.5,,4.8,50,48,1,
155,창원,2021-12-07 11:00,10.9,,3.8,50,47,1,
155,창원,2021-12-07 12:00,12.8,,2.4,70,45,1,
155,창원,2021-12-07 13:00,13.6,,2.7,70,43,1,
155,창원,2021-12-07 14:00,14.6,,1.4,270,40,1,
155,창원,2021-12-07 15:00,14.5,,1.3,270,40,1,
155,창원,2021-12-07 16:00,13.6,,1.3,230,39,1,
155,창원,2021-12-07 17:00,12.4,,1.5,250,38,.3,
155,창원,2021-12-07 18:00,11.7,,1.5,180,38,0,
155,창원,2021-12-07 19:00,11.3,,1.6,70,36,,
155,창원,2021-12-07 20:00,10.8,,1.3,360,37,,
155,창원,2021-12-07 21:00,10.3,,1.8,360,40,,
155,창원,2021-12-07 22:00,9.3,,.7,360,53,,
155,창원,2021-12-07 23:00,8.5,,.4,0,61,,
155,창원,2021-12-08 00:00,8.5,,1,340,61,,
155,창원,2021-12-08 01:00,8.1,,1,50,63,,
155,창원,2021-12-08 02:00,7.3,,1,230,65,,
155,창원,2021-12-08 03:00,7.4,,.9,180,64,,
155,창원,2021-12-08 04:00,6.5,,.6,230,68,,
155,창원,2021-12-08 05:00,6,,.1,0,69,,
155,창원,2021-12-08 06:00,5.4,,.6,180,72,,
155,창원,2021-12-08 07:00,5,,1.2,160,76,,
155,창원,2021-12-08 08:00,5.1,,.1,0,76,.4,
155,창원,2021-12-08 09:00,7.7,,.7,160,66,1,
155,창원,2021-12-08 10:00,9.7,,1.9,90,57,1,
155,창원,2021-12-08 11:00,11.1,,1.3,50,48,1,
155,창원,2021-12-08 12:00,11.7,,1.4,50,45,1,
155,창원,2021-12-08 13:00,12.2,,2.2,70,42,1,
155,창원,2021-12-08 14:00,12.7,,1.5,20,41,1,
155,창원,2021-12-08 15:00,12.7,,1.2,360,40,1,
155,창원,2021-12-08 16:00,12.4,,1,20,42,1,
155,창원,2021-12-08 17:00,10.9,,.7,270,47,.4,
155,창원,2021-12-08 18:00,9.4,,.1,0,51,0,
155,창원,2021-12-08 19:00,8.5,,.2,0,57,,
155,창원,2021-12-08 20:00,8.8,,.7,340,58,,
155,창원,2021-12-08 21:00,7.3,,.4,0,61,,
155,창원,2021-12-08 22:00,6.9,,.4,0,65,,
155,창원,2021-12-08 23:00,7.6,,.9,340,59,,
155,창원,2021-12-09 00:00,6,,.6,340,70,,
155,창원,2021-12-09 01:00,5.8,,1.6,360,73,,
155,창원,2021-12-09 02:00,5.9,,2.6,360,68,,
155,창원,2021-12-09 03:00,5.7,,1.3,360,71,,
155,창원,2021-12-09 04:00,5.3,,1,360,72,,
155,창원,2021-12-09 05:00,5.5,,2.2,360,70,,
155,창원,2021-12-09 06:00,4.6,,1.1,360,74,,
155,창원,2021-12-09 07:00,4.6,,1.5,340,75,,
155,창원,2021-12-09 08:00,4.8,,.7,270,74,.3,
155,창원,2021-12-09 09:00,6.3,,2.5,360,71,1,
155,창원,2021-12-09 10:00,7.6,,3.5,50,67,1,
155,창원,2021-12-09 11:00,9.9,,1.9,20,63,1,
155,창원,2021-12-09 12:00,10.8,,3.1,50,58,.7,
155,창원,2021-12-09 13:00,12.4,,1.7,50,54,.5,
155,창원,2021-12-09 14:00,12.4,,1.9,50,54,.3,
155,창원,2021-12-09 15:00,12.6,,1.3,360,54,.7,
155,창원,2021-12-09 16:00,12.6,,.5,320,53,0,
155,창원,2021-12-09 17:00,11.6,,.9,320,57,0,
155,창원,2021-12-09 18:00,10.5,,.6,250,61,0,
155,창원,2021-12-09 19:00,10.6,,.9,340,60,,
155,창원,2021-12-09 20:00,10.4,,1.3,20,62,,
155,창원,2021-12-09 21:00,10.7,,.7,290,58,,
155,창원,2021-12-09 22:00,9,,1.2,360,67,,
155,창원,2021-12-09 23:00,8.8,,1.6,20,69,,
155,창원,2021-12-10 00:00,8.1,,.7,320,72,,
155,창원,2021-12-10 01:00,7.2,,.1,0,74,,
155,창원,2021-12-10 02:00,6.9,,0,0,76,,
155,창원,2021-12-10 03:00,6.4,,0,0,79,,
155,창원,2021-12-10 04:00,6.8,,1.1,360,75,,
155,창원,2021-12-10 05:00,6.5,,1.2,340,76,,
155,창원,2021-12-10 06:00,6,,1.3,340,79,,
155,창원,2021-12-10 07:00,5.7,,.3,0,79,,
155,창원,2021-12-10 08:00,6.2,,1.5,360,80,.3,
155,창원,2021-12-10 09:00,7.1,,.6,20,77,.4,
155,창원,2021-12-10 10:00,8.6,,.9,320,70,.6,
155,창원,2021-12-10 11:00,11.6,,1,20,61,.7,
155,창원,2021-12-10 12:00,13.6,,.7,70,55,.8,
155,창원,2021-12-10 13:00,13.7,,1.3,70,60,.3,
155,창원,2021-12-10 14:00,14.6,,1.7,140,57,0,
155,창원,2021-12-10 15:00,14.8,,1.2,200,58,.1,
155,창원,2021-12-10 16:00,14,,1.4,180,62,.5,
155,창원,2021-12-10 17:00,13.1,,0,0,67,.3,
155,창원,2021-12-10 18:00,12.4,,.4,0,71,0,
155,창원,2021-12-10 19:00,11,,.3,0,77,,
155,창원,2021-12-10 20:00,10.7,,.7,270,77,,
155,창원,2021-12-10 21:00,10,,.1,0,77,,
155,창원,2021-12-10 22:00,10.2,,1.5,340,69,,
155,창원,2021-12-10 23:00,10.2,,1.3,340,64,,
155,창원,2021-12-11 00:00,9.2,,.9,360,70,,
155,창원,2021-12-11 01:00,8.7,,1.3,360,71,,
155,창원,2021-12-11 02:00,8.9,,1,340,68,,
155,창원,2021-12-11 03:00,8.7,,.5,320,67,,
155,창원,2021-12-11 04:00,8.1,,.6,180,69,,
155,창원,2021-12-11 05:00,8.1,,.7,50,66,,
155,창원,2021-12-11 06:00,7.1,,.6,360,74,,
155,창원,2021-12-11 07:00,7,,.3,0,75,,
155,창원,2021-12-11 08:00,7.1,,.9,360,76,0,
155,창원,2021-12-11 09:00,8.3,,.8,50,73,1,
155,창원,2021-12-11 10:00,10.4,,3.1,50,56,1,
155,창원,2021-12-11 11:00,10.2,,4.8,50,58,1,
155,창원,2021-12-11 12:00,11.3,,3.4,50,51,1,
155,창원,2021-12-11 13:00,11.5,,2.2,50,54,1,
155,창원,2021-12-11 14:00,13.2,,1.4,70,47,1,
155,창원,2021-12-11 15:00,13.4,,2.3,50,45,1,
155,창원,2021-12-11 16:00,13.3,,.7,20,45,1,
155,창원,2021-12-11 17:00,11.5,,.1,0,55,.2,
155,창원,2021-12-11 18:00,10.3,,.5,270,53,0,
155,창원,2021-12-11 19:00,10.4,,.8,250,52,,
155,창원,2021-12-11 20:00,10.1,,.3,0,53,,
155,창원,2021-12-11 21:00,9.8,,.2,0,51,,
155,창원,2021-12-11 22:00,9,,0,0,57,,
155,창원,2021-12-11 23:00,9.2,,.4,0,58,,
155,창원,2021-12-12 00:00,8.9,,.4,0,59,,
155,창원,2021-12-12 01:00,9.1,,.3,0,59,,
155,창원,2021-12-12 02:00,9.2,,2.2,20,58,,
155,창원,2021-12-12 03:00,8.6,,.9,200,62,,
155,창원,2021-12-12 04:00,8.2,,.9,290,64,,
155,창원,2021-12-12 05:00,7.6,,2.8,340,67,,
155,창원,2021-12-12 06:00,7.3,,4.4,20,66,,
155,창원,2021-12-12 07:00,7.2,,4.1,50,61,,
155,창원,2021-12-12 08:00,7,,1.5,20,60,0,
155,창원,2021-12-12 09:00,7.9,,3.9,50,56,1,
155,창원,2021-12-12 10:00,8.9,,3.7,50,54,1,
155,창원,2021-12-12 11:00,8.8,,3.4,20,54,0,
155,창원,2021-12-12 12:00,9.7,,2,50,49,.4,
155,창원,2021-12-12 13:00,11.3,,1,90,44,.4,
155,창원,2021-12-12 14:00,12.3,,1.6,20,40,.6,
155,창원,2021-12-12 15:00,11.9,,1.7,360,37,1,
155,창원,2021-12-12 16:00,11.4,,1.3,230,36,1,
155,창원,2021-12-12 17:00,9.8,,2.2,270,39,.4,
155,창원,2021-12-12 18:00,8.3,,1.8,270,36,0,
155,창원,2021-12-12 19:00,7,,2.5,270,37,,
155,창원,2021-12-12 20:00,5.7,,2.3,290,41,,
155,창원,2021-12-12 21:00,4.2,,2.9,290,43,,
155,창원,2021-12-12 22:00,2.9,,2,270,42,,
155,창원,2021-12-12 23:00,2,,2,320,41,,
155,창원,2021-12-13 00:00,1,,1.6,290,38,,
155,창원,2021-12-13 01:00,0,,2.2,200,43,,
155,창원,2021-12-13 02:00,-1,,2.2,70,44,,
155,창원,2021-12-13 03:00,-1.5,,1.8,160,46,,
155,창원,2021-12-13 04:00,-2,,2.5,180,49,,
155,창원,2021-12-13 05:00,-2.4,,2.6,20,51,,
155,창원,2021-12-13 06:00,-2.8,,2.7,360,44,,
155,창원,2021-12-13 07:00,-3.1,,2.3,20,41,,
155,창원,2021-12-13 08:00,-2.6,,3,340,40,.4,
155,창원,2021-12-13 09:00,-1.3,,2.5,320,35,1,
155,창원,2021-12-13 10:00,-.3,,1.9,340,32,1,
155,창원,2021-12-13 11:00,1.2,,4.4,70,24,1,
155,창원,2021-12-13 12:00,2.6,,3,50,21,1,
155,창원,2021-12-13 13:00,3.9,,3.1,50,23,1,
155,창원,2021-12-13 14:00,4.7,,3.3,50,23,1,
155,창원,2021-12-13 15:00,5,,3.5,50,22,1,
155,창원,2021-12-13 16:00,5,,1.6,50,23,1,
155,창원,2021-12-13 17:00,3.5,,1.1,230,24,.4,
155,창원,2021-12-13 18:00,3.2,,1.2,290,23,0,
155,창원,2021-12-13 19:00,2.1,,1,270,23,,
155,창원,2021-12-13 20:00,2.2,,1.3,250,21,,
155,창원,2021-12-13 21:00,1.9,,2.2,340,22,,
155,창원,2021-12-13 22:00,1.4,,1.8,360,25,,
155,창원,2021-12-13 23:00,1.1,,2.1,340,24,,
155,창원,2021-12-14 00:00,.7,,1.6,230,27,,
155,창원,2021-12-14 01:00,.6,,2.4,360,37,,
155,창원,2021-12-14 02:00,.6,,2.2,360,43,,
155,창원,2021-12-14 03:00,.2,,2.1,360,47,,
155,창원,2021-12-14 04:00,-.2,,1.2,360,51,,
155,창원,2021-12-14 05:00,-.2,,1.9,360,50,,
155,창원,2021-12-14 06:00,-.6,,1.4,270,53,,
155,창원,2021-12-14 07:00,-1.4,,1.2,270,54,,
155,창원,2021-12-14 08:00,.1,,.9,230,54,.4,
155,창원,2021-12-14 09:00,1.7,,1.7,360,48,1,
155,창원,2021-12-14 10:00,2.8,,2.7,50,46,1,
155,창원,2021-12-14 11:00,4.4,,3.1,50,42,1,
155,창원,2021-12-14 12:00,5.9,,1.5,50,39,1,
155,창원,2021-12-14 13:00,7.8,,.9,290,36,1,
155,창원,2021-12-14 14:00,8.4,,1,250,35,1,
155,창원,2021-12-14 15:00,7.8,,1.5,270,36,1,
155,창원,2021-12-14 16:00,7.5,,1.6,270,37,1,
155,창원,2021-12-14 17:00,5.8,,.8,230,43,.4,
155,창원,2021-12-14 18:00,5.2,,.7,250,43,0,
